alt_protein_1,81.79564074517178
alt_protein_2,81.69706574414289
alt_protein_3,82.30678324331866
alt_protein_4,81.97033562307344
alt_protein_5,81.94845135807363
alt_protein_6,81.99429973157287
alt_protein_7,82.16532993321223
alt_protein_8,82.01631972532314
alt_protein_9,82.20837989923888
alt_protein_10,81.92196029960249
alt_protein_11,81.96614399989762
alt_protein_12,81.26304112838682
alt_protein_13,81.5573888838586
alt_protein_14,81.11714469771404
alt_protein_15,82.2975856244643
alt_protein_16,82.31624433562978
alt_protein_17,82.23487095771
alt_protein_18,81.91450320237162
alt_protein_19,82.54005306108574
alt_protein_20,81.99617198992473
alt_protein_21,82.22412842631371
alt_protein_22,81.33293744284902
alt_protein_23,82.05671499667176
alt_protein_24,81.96435956603135
alt_protein_25,81.99406420227061
alt_protein_26,81.62433110198737
alt_protein_27,81.95456713588824
alt_protein_28,81.51139679756476
alt_protein_29,82.30721438170247
alt_protein_30,81.69385615839684
alt_protein_31,82.30938604170974
alt_protein_32,82.13686681583744
alt_protein_33,81.87721771621725
alt_protein_34,81.87183647046392
alt_protein_35,82.19364933779245
alt_protein_36,82.07233577904029
alt_protein_37,81.80211181295083
alt_protein_38,81.69556474384375
alt_protein_39,81.97201227234376
alt_protein_40,81.57169629096538
alt_protein_41,82.21015235703894
alt_protein_42,82.31239602635218
alt_protein_43,81.87407200282435
alt_protein_44,82.00666302393049
alt_protein_45,82.18795671431748
alt_protein_46,82.0271820173816
alt_protein_47,81.73702588508564
alt_protein_48,81.68271043277124
alt_protein_49,82.32339005513903
alt_protein_50,81.6406105679978
alt_protein_51,82.13166121905529
alt_protein_52,80.80155539279608
alt_protein_53,82.08823600295386
alt_protein_54,82.25605262682511
alt_protein_55,81.63702972419904
alt_protein_56,82.70302337016133
alt_protein_57,82.13178097971745
alt_protein_58,81.94446732004556
alt_protein_59,81.97611607103399
alt_protein_60,81.64192793528163
alt_protein_61,81.33905322066363
alt_protein_62,82.29966147594185
alt_protein_63,81.28896931174577
alt_protein_64,81.29245833903688
alt_protein_65,81.99795243176894
alt_protein_66,81.8928345065637
alt_protein_67,81.85489432878948
alt_protein_68,81.98770890313166
alt_protein_69,82.20075513708096
alt_protein_70,82.06048346550791
alt_protein_71,82.02023589897597
alt_protein_72,81.94253518136262
alt_protein_73,81.62607162361084
alt_protein_74,81.71661866825254
alt_protein_75,81.42425893977271
alt_protein_76,81.75337720749337
alt_protein_77,81.76368860050587
alt_protein_78,81.51028302340661
alt_protein_79,82.02259119199857
alt_protein_80,82.0583597097655
alt_protein_81,81.82320964960242
alt_protein_82,81.92638346005849
alt_protein_83,82.48272363210684
alt_protein_84,81.75573250051598
alt_protein_85,82.04202834746812
alt_protein_86,81.9613934936317
alt_protein_87,81.2561788424447
alt_protein_88,81.91369681391303
alt_protein_89,82.21846374699325
alt_protein_90,81.6176484570385
alt_protein_91,82.12644763822898
alt_protein_92,81.3012447796178
alt_protein_93,81.69189208353731
alt_protein_94,81.17509289011413
alt_protein_95,81.92219982092682
alt_protein_96,81.93079863647034
alt_protein_97,82.0163396854335
alt_protein_98,81.56287791420787
alt_protein_99,82.14814028616934
alt_protein_100,82.01005624269185
